pair_id,left_qid,right_qid,left_image_id,right_image_id,left_image_filename,right_image_filename,left_image_relative_path,right_image_relative_path,left_oss_url,right_oss_url,left_city,right_city,left_cluster,right_cluster,same_city,same_cluster,pair_type,left_right_random_seed,participant_slot,order_in_participant
PAIR_2036,Q361,Q242,CD_54415,CQ_3162374,Q361__cd_54415_104.0837552_30.64097973.jpg,Q242__cq_3162374_106.45442_29.553218.jpg,images/Q361__cd_54415_104.0837552_30.64097973.jpg,images/Q242__cq_3162374_106.45442_29.553218.jpg,,,chengdu,chongqing,15,15,False,True,cross_city_same_cluster,662536971,P_SLOT_092,6
PAIR_2029,Q290,Q142,CQ_676676,CD_33758,Q290__cq_676676_106.52046_29.607534.jpg,Q142__cd_33758_104.0579185_30.67154379.jpg,images/Q290__cq_676676_106.52046_29.607534.jpg,images/Q142__cd_33758_104.0579185_30.67154379.jpg,,,chongqing,chengdu,23,23,False,True,cross_city_same_cluster,660716839,P_SLOT_092,7
PAIR_3111,Q095,Q116,CD_51505,CD_463955,Q095__cd_51505_104.0766289_30.61075925.jpg,Q116__cd_463955_104.0402601_30.6120164.jpg,images/Q095__cd_51505_104.0766289_30.61075925.jpg,images/Q116__cd_463955_104.0402601_30.6120164.jpg,,,chengdu,chengdu,15,18,True,False,same_city_cross_cluster,602402597,P_SLOT_092,8
PAIR_7030,Q267,Q317,CQ_3304439,CD_49691,Q267__cq_3304439_106.49648_29.596108.jpg,Q317__cd_49691_104.0580786_30.60599.jpg,images/Q267__cq_3304439_106.49648_29.596108.jpg,images/Q317__cd_49691_104.0580786_30.60599.jpg,,,chongqing,chengdu,19,5,False,False,cross_city_cross_cluster,64771588,P_SLOT_092,9
PAIR_3070,Q326,Q329,CD_243538,CD_468217,Q326__cd_243538_104.1571774_30.67133046.jpg,Q329__cd_468217_104.0754373_30.60564842.jpg,images/Q326__cd_243538_104.1571774_30.67133046.jpg,images/Q329__cd_468217_104.0754373_30.60564842.jpg,,,chengdu,chengdu,7,7,True,True,same_city_same_cluster,311195542,P_SLOT_092,10
PAIR_4600,Q211,Q238,CQ_692838,CQ_3306470,Q211__cq_692838_106.53541_29.487416.jpg,Q238__cq_3306470_106.554471_29.605218.jpg,images/Q211__cq_692838_106.53541_29.487416.jpg,images/Q238__cq_3306470_106.554471_29.605218.jpg,,,chongqing,chongqing,10,15,True,False,same_city_cross_cluster,457468731,P_SLOT_092,11
PAIR_2645,Q297,Q398,CQ_681507,CD_420844,Q297__cq_681507_106.521612_29.595666.jpg,Q398__cd_420844_104.0359029_30.7034102.jpg,images/Q297__cq_681507_106.521612_29.595666.jpg,images/Q398__cd_420844_104.0359029_30.7034102.jpg,,,chongqing,chengdu,24,24,False,True,cross_city_same_cluster,472033725,P_SLOT_092,12
PAIR_5949,Q176,Q178,CQ_3420983,CQ_2834479,Q176__cq_3420983_106.527629_29.489219.jpg,Q178__cq_2834479_106.458314_29.564702.jpg,images/Q176__cq_3420983_106.527629_29.489219.jpg,images/Q178__cq_2834479_106.458314_29.564702.jpg,,,chongqing,chongqing,4,4,True,True,same_city_same_cluster,653760783,P_SLOT_092,13
PAIR_6265,Q066,Q495,CD_455725,CQ_681349,Q066__cd_455725_103.9936497_30.6540582.jpg,Q495__cq_681349_106.521299_29.600925.jpg,images/Q066__cd_455725_103.9936497_30.6540582.jpg,images/Q495__cq_681349_106.521299_29.600925.jpg,,,chengdu,chongqing,10,23,False,False,cross_city_cross_cluster,906114756,P_SLOT_092,14
PAIR_5198,Q379,Q015,CD_411662,CD_421054,Q379__cd_411662_104.0791791_30.71184217.jpg,Q015__cd_421054_104.0269991_30.69190589.jpg,images/Q379__cd_411662_104.0791791_30.71184217.jpg,images/Q015__cd_421054_104.0269991_30.69190589.jpg,,,chengdu,chengdu,18,2,True,False,same_city_cross_cluster,836956489,P_SLOT_092,15
PAIR_3906,Q282,Q342,CQ_629049,CD_420947,Q282__cq_629049_106.476778_29.545423.jpg,Q342__cd_420947_104.0465833_30.7069976.jpg,images/Q282__cq_629049_106.476778_29.545423.jpg,images/Q342__cd_420947_104.0465833_30.7069976.jpg,,,chongqing,chengdu,22,10,False,False,cross_city_cross_cluster,772132742,P_SLOT_092,16
PAIR_6204,Q468,Q333,CQ_744383,CD_29423,Q468__cq_744383_106.595107_29.564042.jpg,Q333__cd_29423_103.9884309_30.66830497.jpg,images/Q468__cq_744383_106.595107_29.564042.jpg,images/Q333__cd_29423_103.9884309_30.66830497.jpg,,,chongqing,chengdu,16,8,False,False,cross_city_cross_cluster,763081554,P_SLOT_092,17
PAIR_1373,Q273,Q388,CQ_705334,CD_56502,Q273__cq_705334_106.547989_29.555709.jpg,Q388__cd_56502_104.1322712_30.60902527.jpg,images/Q273__cq_705334_106.547989_29.555709.jpg,images/Q388__cd_56502_104.1322712_30.60902527.jpg,,,chongqing,chengdu,20,20,False,True,cross_city_same_cluster,391086486,P_SLOT_092,18
PAIR_1726,Q412,Q045,CQ_3159901,CD_48963,Q412__cq_3159901_106.505291_29.516732.jpg,Q045__cd_48963_104.0357153_30.60515835.jpg,images/Q412__cq_3159901_106.505291_29.516732.jpg,images/Q045__cd_48963_104.0357153_30.60515835.jpg,,,chongqing,chengdu,2,7,False,False,cross_city_cross_cluster,616212408,P_SLOT_092,19
PAIR_0994,Q061,Q063,CD_52408,CD_466795,Q061__cd_52408_104.1141497_30.65042016.jpg,Q063__cd_466795_104.071719_30.6124879.jpg,images/Q061__cd_52408_104.1141497_30.65042016.jpg,images/Q063__cd_466795_104.071719_30.6124879.jpg,,,chengdu,chengdu,9,10,True,False,same_city_cross_cluster,272463866,P_SLOT_092,20
PAIR_5605,Q156,Q396,CQ_3394645,CD_33399,Q156__cq_3394645_106.568598_29.48804.jpg,Q396__cd_33399_104.0918604_30.70191288.jpg,images/Q156__cq_3394645_106.568598_29.48804.jpg,images/Q396__cd_33399_104.0918604_30.70191288.jpg,,,chongqing,chengdu,0,22,False,False,cross_city_cross_cluster,307929528,P_SLOT_092,21
PAIR_0911,Q285,Q133,CQ_692112,CD_53656,Q285__cq_692112_106.5294_29.588927.jpg,Q133__cd_53656_104.1137243_30.66569591.jpg,images/Q285__cq_692112_106.5294_29.588927.jpg,images/Q133__cd_53656_104.1137243_30.66569591.jpg,,,chongqing,chengdu,22,21,False,False,cross_city_cross_cluster,681677435,P_SLOT_092,22
PAIR_7355,Q074,Q445,CD_464707,CQ_3233434,Q074__cd_464707_104.008273_30.62333194.jpg,Q445__cq_3233434_106.542749_29.530928.jpg,images/Q074__cd_464707_104.008273_30.62333194.jpg,images/Q445__cq_3233434_106.542749_29.530928.jpg,,,chengdu,chongqing,11,12,False,False,cross_city_cross_cluster,895414738,P_SLOT_092,23
PAIR_6089,Q138,Q381,CD_53590,CD_411519,Q138__cd_53590_104.1171096_30.65326601.jpg,Q381__cd_411519_104.1003074_30.70374666.jpg,images/Q138__cd_53590_104.1171096_30.65326601.jpg,images/Q381__cd_411519_104.1003074_30.70374666.jpg,,,chengdu,chengdu,22,19,True,False,same_city_cross_cluster,718969699,P_SLOT_092,24
PAIR_0781,Q008,Q393,CD_222734,CD_43927,Q008__cd_222734_104.0965224_30.62826857.jpg,Q393__cd_43927_103.9878372_30.65091928.jpg,images/Q008__cd_222734_104.0965224_30.62826857.jpg,images/Q393__cd_43927_103.9878372_30.65091928.jpg,,,chengdu,chengdu,1,21,True,False,same_city_cross_cluster,753390717,P_SLOT_092,25
PAIR_6407,Q250,Q405,CQ_629645,CQ_2436021,Q250__cq_629645_106.480273_29.489952.jpg,Q405__cq_2436021_106.560443_29.506319.jpg,images/Q250__cq_629645_106.480273_29.489952.jpg,images/Q405__cq_2436021_106.560443_29.506319.jpg,,,chongqing,chongqing,16,0,True,False,same_city_cross_cluster,579346365,P_SLOT_092,26
PAIR_0550,Q172,Q444,CQ_628612,CQ_3423657,Q172__cq_628612_106.475267_29.601132.jpg,Q444__cq_3423657_106.572971_29.519664.jpg,images/Q172__cq_628612_106.475267_29.601132.jpg,images/Q444__cq_3423657_106.572971_29.519664.jpg,,,chongqing,chongqing,3,11,True,False,same_city_cross_cluster,469481383,P_SLOT_092,27
PAIR_5355,Q152,Q005,CQ_677050,CD_34346,Q152__cq_677050_106.516756_29.580284.jpg,Q005__cd_34346_104.0491117_30.68947963.jpg,images/Q152__cq_677050_106.516756_29.580284.jpg,images/Q005__cd_34346_104.0491117_30.68947963.jpg,,,chongqing,chengdu,0,0,False,True,cross_city_same_cluster,498137869,P_SLOT_092,28
PAIR_2906,Q346,Q200,CD_48629,CQ_711696,Q346__cd_48629_104.0060762_30.65684952.jpg,Q200__cq_711696_106.555049_29.600416.jpg,images/Q346__cd_48629_104.0060762_30.65684952.jpg,images/Q200__cq_711696_106.555049_29.600416.jpg,,,chengdu,chongqing,11,8,False,False,cross_city_cross_cluster,925941660,P_SLOT_092,29
PAIR_4176,Q407,Q104,CQ_2432400,CD_469998,Q407__cq_2432400_106.51155_29.535987.jpg,Q104__cd_469998_104.0499013_30.62035916.jpg,images/Q407__cq_2432400_106.51155_29.535987.jpg,images/Q104__cd_469998_104.0499013_30.62035916.jpg,,,chongqing,chengdu,1,17,False,False,cross_city_cross_cluster,608449923,P_SLOT_092,30
PAIR_0386,Q023,Q425,CD_39480,CQ_677982,Q023__cd_39480_104.1500593_30.69051856.jpg,Q425__cq_677982_106.519947_29.467744.jpg,images/Q023__cd_39480_104.1500593_30.69051856.jpg,images/Q425__cq_677982_106.519947_29.467744.jpg,,,chengdu,chongqing,3,6,False,False,cross_city_cross_cluster,205946885,P_SLOT_093,1
PAIR_4604,Q156,Q213,CQ_3394645,CQ_2433450,Q156__cq_3394645_106.568598_29.48804.jpg,Q213__cq_2433450_106.459617_29.521065.jpg,images/Q156__cq_3394645_106.568598_29.48804.jpg,images/Q213__cq_2433450_106.459617_29.521065.jpg,,,chongqing,chongqing,0,11,True,False,same_city_cross_cluster,532334698,P_SLOT_093,2
PAIR_2907,Q493,Q143,CQ_672708,CD_51913,Q493__cq_672708_106.513721_29.538502.jpg,Q143__cd_51913_104.0748575_30.61495486.jpg,images/Q493__cq_672708_106.513721_29.538502.jpg,images/Q143__cd_51913_104.0748575_30.61495486.jpg,,,chongqing,chengdu,23,23,False,True,cross_city_same_cluster,803905129,P_SLOT_093,3
PAIR_4732,Q157,Q466,CQ_681395,CQ_629722,Q157__cq_681395_106.519933_29.596233.jpg,Q466__cq_629722_106.475187_29.48387.jpg,images/Q157__cq_681395_106.519933_29.596233.jpg,images/Q466__cq_629722_106.475187_29.48387.jpg,,,chongqing,chongqing,1,16,True,False,same_city_cross_cluster,179095728,P_SLOT_093,4
PAIR_5716,Q042,Q263,CD_419642,CQ_2825937,Q042__cd_419642_104.0505021_30.72274266.jpg,Q263__cq_2825937_106.505893_29.527433.jpg,images/Q042__cd_419642_104.0505021_30.72274266.jpg,images/Q263__cq_2825937_106.505893_29.527433.jpg,,,chengdu,chongqing,7,19,False,False,cross_city_cross_cluster,27960965,P_SLOT_093,5
PAIR_7107,Q399,Q010,CD_413646,CD_222605,Q399__cd_413646_104.0863978_30.70294605.jpg,Q010__cd_222605_104.0193801_30.66211743.jpg,images/Q399__cd_413646_104.0863978_30.70294605.jpg,images/Q010__cd_222605_104.0193801_30.66211743.jpg,,,chengdu,chengdu,24,1,True,False,same_city_cross_cluster,562877162,P_SLOT_093,6
PAIR_1666,Q302,Q248,CD_37492,CQ_3161151,Q302__cd_37492_104.0586227_30.67367877.jpg,Q248__cq_3161151_106.497209_29.530996.jpg,images/Q302__cd_37492_104.0586227_30.67367877.jpg,images/Q248__cq_3161151_106.497209_29.530996.jpg,,,chengdu,chongqing,0,16,False,False,cross_city_cross_cluster,881782797,P_SLOT_093,7
PAIR_2274,Q249,Q433,CQ_651038,CQ_650795,Q249__cq_651038_106.492391_29.520247.jpg,Q433__cq_650795_106.495246_29.546867.jpg,images/Q249__cq_651038_106.492391_29.520247.jpg,images/Q433__cq_650795_106.495246_29.546867.jpg,,,chongqing,chongqing,16,8,True,False,same_city_cross_cluster,457595245,P_SLOT_093,8
PAIR_4222,Q009,Q296,CD_53457,CQ_2433799,Q009__cd_53457_104.0234211_30.64420412.jpg,Q296__cq_2433799_106.546909_29.618792.jpg,images/Q009__cd_53457_104.0234211_30.64420412.jpg,images/Q296__cq_2433799_106.546909_29.618792.jpg,,,chengdu,chongqing,1,24,False,False,cross_city_cross_cluster,319339199,P_SLOT_093,9
PAIR_3388,Q176,Q369,CQ_3420983,CD_472435,Q176__cq_3420983_106.527629_29.489219.jpg,Q369__cd_472435_104.057078_30.62724127.jpg,images/Q176__cq_3420983_106.527629_29.489219.jpg,images/Q369__cd_472435_104.057078_30.62724127.jpg,,,chongqing,chengdu,4,17,False,False,cross_city_cross_cluster,165084441,P_SLOT_093,10
PAIR_3686,Q270,Q387,CQ_663250,CD_472130,Q270__cq_663250_106.499369_29.553524.jpg,Q387__cd_472130_104.0318873_30.64212011.jpg,images/Q270__cq_663250_106.499369_29.553524.jpg,images/Q387__cd_472130_104.0318873_30.64212011.jpg,,,chongqing,chengdu,20,20,False,True,cross_city_same_cluster,146369483,P_SLOT_093,11
PAIR_0929,Q290,Q293,CQ_676676,CQ_659323,Q290__cq_676676_106.52046_29.607534.jpg,Q293__cq_659323_106.502322_29.580491.jpg,images/Q290__cq_676676_106.52046_29.607534.jpg,images/Q293__cq_659323_106.502322_29.580491.jpg,,,chongqing,chongqing,23,23,True,True,same_city_same_cluster,650823866,P_SLOT_093,12
PAIR_2583,Q135,Q277,CD_53642,CQ_677376,Q135__cd_53642_104.1129321_30.66618359.jpg,Q277__cq_677376_106.518011_29.53425.jpg,images/Q135__cd_53642_104.1129321_30.66618359.jpg,images/Q277__cq_677376_106.518011_29.53425.jpg,,,chengdu,chongqing,21,21,False,True,cross_city_same_cluster,849335210,P_SLOT_093,13
PAIR_1363,Q050,Q315,CD_412089,CD_55716,Q050__cd_412089_104.0883976_30.70194793.jpg,Q315__cd_55716_104.0581958_30.66006794.jpg,images/Q050__cd_412089_104.0883976_30.70194793.jpg,images/Q315__cd_55716_104.0581958_30.66006794.jpg,,,chengdu,chengdu,8,4,True,False,same_city_cross_cluster,606656877,P_SLOT_093,14
PAIR_4611,Q202,Q205,CQ_2433664,CQ_604263,Q202__cq_2433664_106.491125_29.537488.jpg,Q205__cq_604263_106.45527_29.519213.jpg,images/Q202__cq_2433664_106.491125_29.537488.jpg,images/Q205__cq_604263_106.45527_29.519213.jpg,,,chongqing,chongqing,9,9,True,True,same_city_same_cluster,445757914,P_SLOT_093,15
PAIR_2905,Q383,Q053,CD_480658,CD_413805,Q383__cd_480658_104.1367866_30.6396033.jpg,Q053__cd_413805_104.1247536_30.71138537.jpg,images/Q383__cd_480658_104.1367866_30.6396033.jpg,images/Q053__cd_413805_104.1247536_30.71138537.jpg,,,chengdu,chengdu,19,9,True,False,same_city_cross_cluster,602099407,P_SLOT_093,16
PAIR_1297,Q037,Q231,CD_424761,CQ_647576,Q037__cd_424761_104.1278949_30.67047324.jpg,Q231__cq_647576_106.48766_29.501759.jpg,images/Q037__cd_424761_104.1278949_30.67047324.jpg,images/Q231__cq_647576_106.48766_29.501759.jpg,,,chengdu,chongqing,6,14,False,False,cross_city_cross_cluster,212635720,P_SLOT_093,17
PAIR_5388,Q486,Q341,CQ_641257,CD_34028,Q486__cq_641257_106.487602_29.46514.jpg,Q341__cd_34028_104.0779767_30.68073184.jpg,images/Q486__cq_641257_106.487602_29.46514.jpg,images/Q341__cd_34028_104.0779767_30.68073184.jpg,,,chongqing,chengdu,22,9,False,False,cross_city_cross_cluster,677557192,P_SLOT_093,18
PAIR_0536,Q389,Q273,CD_417763,CQ_705334,Q389__cd_417763_104.0514038_30.7113369.jpg,Q273__cq_705334_106.547989_29.555709.jpg,images/Q389__cd_417763_104.0514038_30.7113369.jpg,images/Q273__cq_705334_106.547989_29.555709.jpg,,,chengdu,chongqing,20,20,False,True,cross_city_same_cluster,897024080,P_SLOT_093,19
PAIR_3834,Q140,Q289,CD_54426,CQ_3157333,Q140__cd_54426_104.0873126_30.64261993.jpg,Q289__cq_3157333_106.489529_29.508582.jpg,images/Q140__cd_54426_104.0873126_30.64261993.jpg,images/Q289__cq_3157333_106.489529_29.508582.jpg,,,chengdu,chongqing,22,23,False,False,cross_city_cross_cluster,434351606,P_SLOT_093,20
PAIR_5312,Q081,Q452,CD_411668,CQ_604108,Q081__cd_411668_104.0822826_30.71220749.jpg,Q452__cq_604108_106.453627_29.531365.jpg,images/Q081__cd_411668_104.0822826_30.71220749.jpg,images/Q452__cq_604108_106.453627_29.531365.jpg,,,chengdu,chongqing,13,13,False,True,cross_city_same_cluster,220699264,P_SLOT_093,21
PAIR_6842,Q015,Q412,CD_421054,CQ_3159901,Q015__cd_421054_104.0269991_30.69190589.jpg,Q412__cq_3159901_106.505291_29.516732.jpg,images/Q015__cd_421054_104.0269991_30.69190589.jpg,images/Q412__cq_3159901_106.505291_29.516732.jpg,,,chengdu,chongqing,2,2,False,True,cross_city_same_cluster,207694110,P_SLOT_093,22
PAIR_6241,Q391,Q154,CD_33576,CQ_604294,Q391__cd_33576_104.0578629_30.67662433.jpg,Q154__cq_604294_106.453325_29.518473.jpg,images/Q391__cd_33576_104.0578629_30.67662433.jpg,images/Q154__cq_604294_106.453325_29.518473.jpg,,,chengdu,chongqing,21,0,False,False,cross_city_cross_cluster,699913561,P_SLOT_093,23
PAIR_4496,Q166,Q184,CQ_700951,CQ_663855,Q166__cq_700951_106.542605_29.574302.jpg,Q184__cq_663855_106.509428_29.531565.jpg,images/Q166__cq_700951_106.542605_29.574302.jpg,images/Q184__cq_663855_106.509428_29.531565.jpg,,,chongqing,chongqing,2,5,True,False,same_city_cross_cluster,543978337,P_SLOT_093,24
PAIR_6738,Q242,Q434,CQ_3162374,CQ_603548,Q242__cq_3162374_106.45442_29.553218.jpg,Q434__cq_603548_106.455207_29.574693.jpg,images/Q242__cq_3162374_106.45442_29.553218.jpg,images/Q434__cq_603548_106.455207_29.574693.jpg,,,chongqing,chongqing,15,8,True,False,same_city_cross_cluster,476369195,P_SLOT_093,25
PAIR_1403,Q288,Q371,CQ_2913952,CD_405642,Q288__cq_2913952_106.524558_29.598872.jpg,Q371__cd_405642_103.9900543_30.67507706.jpg,images/Q288__cq_2913952_106.524558_29.598872.jpg,images/Q371__cd_405642_103.9900543_30.67507706.jpg,,,chongqing,chengdu,23,17,False,False,cross_city_cross_cluster,166159716,P_SLOT_093,26
PAIR_2323,Q414,Q363,CQ_712241,CD_474086,Q414__cq_712241_106.555747_29.535232.jpg,Q363__cd_474086_104.0754088_30.66261962.jpg,images/Q414__cq_712241_106.555747_29.535232.jpg,images/Q363__cd_474086_104.0754088_30.66261962.jpg,,,chongqing,chengdu,3,15,False,False,cross_city_cross_cluster,680254656,P_SLOT_093,27
PAIR_5755,Q348,Q194,CD_49266,CQ_2433375,Q348__cd_49266_104.045732_30.60127282.jpg,Q194__cq_2433375_106.580511_29.585288.jpg,images/Q348__cd_49266_104.045732_30.60127282.jpg,images/Q194__cq_2433375_106.580511_29.585288.jpg,,,chengdu,chongqing,11,7,False,False,cross_city_cross_cluster,669368673,P_SLOT_093,28
PAIR_3915,Q312,Q377,CD_422122,CD_35387,Q312__cd_422122_104.069569_30.67240983.jpg,Q377__cd_35387_104.0530897_30.72800742.jpg,images/Q312__cd_422122_104.069569_30.67240983.jpg,images/Q377__cd_35387_104.0530897_30.72800742.jpg,,,chengdu,chengdu,2,18,True,False,same_city_cross_cluster,453503656,P_SLOT_093,29
PAIR_3309,Q086,Q087,CD_418413,CD_471132,Q086__cd_418413_104.0368982_30.71360762.jpg,Q087__cd_471132_104.1061396_30.65590641.jpg,images/Q086__cd_418413_104.0368982_30.71360762.jpg,images/Q087__cd_471132_104.1061396_30.65590641.jpg,,,chengdu,chengdu,14,14,True,True,same_city_same_cluster,277761324,P_SLOT_093,30
PAIR_1743,Q156,Q398,CQ_3394645,CD_420844,Q156__cq_3394645_106.568598_29.48804.jpg,Q398__cd_420844_104.0359029_30.7034102.jpg,images/Q156__cq_3394645_106.568598_29.48804.jpg,images/Q398__cd_420844_104.0359029_30.7034102.jpg,,,chongqing,chengdu,0,24,False,False,cross_city_cross_cluster,992156263,P_SLOT_094,1
PAIR_1808,Q271,Q389,CQ_671927,CD_417763,Q271__cq_671927_106.508117_29.612095.jpg,Q389__cd_417763_104.0514038_30.7113369.jpg,images/Q271__cq_671927_106.508117_29.612095.jpg,images/Q389__cd_417763_104.0514038_30.7113369.jpg,,,chongqing,chengdu,20,20,False,True,cross_city_same_cluster,668582761,P_SLOT_094,2
PAIR_2784,Q252,Q111,CQ_659408,CD_467460,Q252__cq_659408_106.501148_29.585392.jpg,Q111__cd_467460_104.1127974_30.61232696.jpg,images/Q252__cq_659408_106.501148_29.585392.jpg,images/Q111__cd_467460_104.1127974_30.61232696.jpg,,,chongqing,chengdu,17,18,False,False,cross_city_cross_cluster,205485172,P_SLOT_094,3
PAIR_3313,Q402,Q200,CQ_3162024,CQ_711696,Q402__cq_3162024_106.457093_29.484764.jpg,Q200__cq_711696_106.555049_29.600416.jpg,images/Q402__cq_3162024_106.457093_29.484764.jpg,images/Q200__cq_711696_106.555049_29.600416.jpg,,,chongqing,chongqing,0,8,True,False,same_city_cross_cluster,44447662,P_SLOT_094,4
PAIR_6531,Q153,Q303,CQ_3307560,CD_471458,Q153__cq_3307560_106.486728_29.596466.jpg,Q303__cd_471458_104.0735617_30.63370246.jpg,images/Q153__cq_3307560_106.486728_29.596466.jpg,images/Q303__cd_471458_104.0735617_30.63370246.jpg,,,chongqing,chengdu,0,0,False,True,cross_city_same_cluster,68183800,P_SLOT_094,5
PAIR_0410,Q417,Q014,CQ_613135,CD_420939,Q417__cq_613135_106.460857_29.579991.jpg,Q014__cd_420939_104.046263_30.70875123.jpg,images/Q417__cq_613135_106.460857_29.579991.jpg,images/Q014__cd_420939_104.046263_30.70875123.jpg,,,chongqing,chengdu,3,2,False,False,cross_city_cross_cluster,549636664,P_SLOT_094,6
PAIR_0996,Q482,Q127,CQ_629586,CD_466326,Q482__cq_629586_106.476932_29.49304.jpg,Q127__cd_466326_104.104616_30.60566608.jpg,images/Q482__cq_629586_106.476932_29.49304.jpg,images/Q127__cd_466326_104.104616_30.60566608.jpg,,,chongqing,chengdu,20,20,False,True,cross_city_same_cluster,838669807,P_SLOT_094,7
PAIR_4333,Q455,Q227,CQ_618161,CQ_711484,Q455__cq_618161_106.467495_29.548961.jpg,Q227__cq_711484_106.555874_29.606762.jpg,images/Q455__cq_618161_106.467495_29.548961.jpg,images/Q227__cq_711484_106.555874_29.606762.jpg,,,chongqing,chongqing,13,13,True,True,same_city_same_cluster,828232242,P_SLOT_094,8
PAIR_6442,Q430,Q043,CQ_721993,CD_221646,Q430__cq_721993_106.565202_29.484286.jpg,Q043__cd_221646_104.1595127_30.68398893.jpg,images/Q430__cq_721993_106.565202_29.484286.jpg,images/Q043__cd_221646_104.1595127_30.68398893.jpg,,,chongqing,chengdu,8,7,False,False,cross_city_cross_cluster,252270122,P_SLOT_094,9
PAIR_1700,Q379,Q115,CD_411662,CD_463347,Q379__cd_411662_104.0791791_30.71184217.jpg,Q115__cd_463347_104.0089491_30.66359136.jpg,images/Q379__cd_411662_104.0791791_30.71184217.jpg,images/Q115__cd_463347_104.0089491_30.66359136.jpg,,,chengdu,chengdu,18,18,True,True,same_city_same_cluster,35788302,P_SLOT_094,10
PAIR_1149,Q444,Q173,CQ_3423657,CQ_3150921,Q444__cq_3423657_106.572971_29.519664.jpg,Q173__cq_3150921_106.482799_29.518016.jpg,images/Q444__cq_3423657_106.572971_29.519664.jpg,images/Q173__cq_3150921_106.482799_29.518016.jpg,,,chongqing,chongqing,11,3,True,False,same_city_cross_cluster,5452918,P_SLOT_094,11
PAIR_3178,Q037,Q322,CD_424761,CD_479894,Q037__cd_424761_104.1278949_30.67047324.jpg,Q322__cd_479894_104.1389965_30.66017954.jpg,images/Q037__cd_424761_104.1278949_30.67047324.jpg,images/Q322__cd_479894_104.1389965_30.66017954.jpg,,,chengdu,chengdu,6,6,True,True,same_city_same_cluster,763707274,P_SLOT_094,12
PAIR_0579,Q498,Q026,CQ_640807,CD_58409,Q498__cq_640807_106.478962_29.516474.jpg,Q026__cd_58409_104.1347454_30.63393966.jpg,images/Q498__cq_640807_106.478962_29.516474.jpg,images/Q026__cd_58409_104.1347454_30.63393966.jpg,,,chongqing,chengdu,24,4,False,False,cross_city_cross_cluster,566894541,P_SLOT_094,13
PAIR_0266,Q409,Q086,CQ_659902,CD_418413,Q409__cq_659902_106.491434_29.536046.jpg,Q086__cd_418413_104.0368982_30.71360762.jpg,images/Q409__cq_659902_106.491434_29.536046.jpg,images/Q086__cd_418413_104.0368982_30.71360762.jpg,,,chongqing,chengdu,2,14,False,False,cross_city_cross_cluster,531817388,P_SLOT_094,14
PAIR_2331,Q296,Q228,CQ_2433799,CQ_726199,Q296__cq_2433799_106.546909_29.618792.jpg,Q228__cq_726199_106.570199_29.492567.jpg,images/Q296__cq_2433799_106.546909_29.618792.jpg,images/Q228__cq_726199_106.570199_29.492567.jpg,,,chongqing,chongqing,24,13,True,False,same_city_cross_cluster,255696456,P_SLOT_094,15
PAIR_4154,Q244,Q283,CQ_732695,CQ_3283781,Q244__cq_732695_106.583952_29.537571.jpg,Q283__cq_3283781_106.546381_29.458856.jpg,images/Q244__cq_732695_106.583952_29.537571.jpg,images/Q283__cq_3283781_106.546381_29.458856.jpg,,,chongqing,chongqing,15,22,True,False,same_city_cross_cluster,611718907,P_SLOT_094,16
PAIR_0916,Q285,Q146,CQ_692112,CD_33089,Q285__cq_692112_106.5294_29.588927.jpg,Q146__cd_33089_104.1188932_30.71369913.jpg,images/Q285__cq_692112_106.5294_29.588927.jpg,images/Q146__cd_33089_104.1188932_30.71369913.jpg,,,chongqing,chengdu,22,24,False,False,cross_city_cross_cluster,813985449,P_SLOT_094,17
PAIR_1781,Q435,Q331,CQ_681375,CD_243994,Q435__cq_681375_106.520554_29.605586.jpg,Q331__cd_243994_104.154604_30.67095852.jpg,images/Q435__cq_681375_106.520554_29.605586.jpg,images/Q331__cd_243994_104.154604_30.67095852.jpg,,,chongqing,chengdu,8,7,False,False,cross_city_cross_cluster,949728997,P_SLOT_094,18
PAIR_1907,Q035,Q189,CD_411547,CQ_3051595,Q035__cd_411547_104.1219299_30.70054126.jpg,Q189__cq_3051595_106.556943_29.483776.jpg,images/Q035__cd_411547_104.1219299_30.70054126.jpg,images/Q189__cq_3051595_106.556943_29.483776.jpg,,,chengdu,chongqing,6,6,False,True,cross_city_same_cluster,114478014,P_SLOT_094,19
PAIR_4175,Q166,Q181,CQ_700951,CQ_672500,Q166__cq_700951_106.542605_29.574302.jpg,Q181__cq_672500_106.513013_29.551711.jpg,images/Q166__cq_700951_106.542605_29.574302.jpg,images/Q181__cq_672500_106.513013_29.551711.jpg,,,chongqing,chongqing,2,5,True,False,same_city_cross_cluster,665517704,P_SLOT_094,20
PAIR_1616,Q041,Q229,CD_222023,CQ_594890,Q041__cd_222023_104.0196819_30.6136203.jpg,Q229__cq_594890_106.443008_29.508808.jpg,images/Q041__cd_222023_104.0196819_30.6136203.jpg,images/Q229__cq_594890_106.443008_29.508808.jpg,,,chengdu,chongqing,7,13,False,False,cross_city_cross_cluster,898481663,P_SLOT_094,21
PAIR_2543,Q491,Q163,CQ_676820,CQ_3304897,Q491__cq_676820_106.517638_29.603895.jpg,Q163__cq_3304897_106.520518_29.576565.jpg,images/Q491__cq_676820_106.517638_29.603895.jpg,images/Q163__cq_3304897_106.520518_29.576565.jpg,,,chongqing,chongqing,23,2,True,False,same_city_cross_cluster,194604054,P_SLOT_094,22
